time,mono_out,pilot_38k,st_diff_raw
184530,      -1523,     -87848,    -223038
184540,      -2184,    -153242,      62188
184550,      -2184,    -191795,     499378
184560,      -2184,    -192744,    1042614
184570,      -2184,    -156585,    1443706
184580,      -2184,     -94429,    1482848
184590,      -2184,     -22943,    1173011
184600,      -2184,      42204,     681751
184610,      -2184,      90718,     159189
184620,      -1205,     118203,    -284713
184630,      -1205,     124071,    -598349
184640,      -1205,     109254,    -754122
184650,      -1205,      75189,    -773263
184660,      -1205,      24317,    -669715
184670,      -1205,     -38495,    -437110
184680,      -1205,    -104546,    -124435
184690,      -1205,    -161289,     168378
184700,      -1126,    -194858,     441155
184710,      -1126,    -194863,     784236
184720,      -1126,    -159142,    1168386
184730,      -1126,     -95514,    1374697
184740,      -1126,     -19366,    1203977
184750,      -1126,      51577,     715702
184760,      -1126,     102459,     139609
184770,      -1126,     124192,    -349807
184780,      -1219,     113651,    -652977
184790,      -1219,      72886,    -726839
184800,      -1219,       9233,    -593450
184810,      -1219,     -64039,    -331618
184820,      -1219,    -129032,     -38492
184830,      -1219,    -168076,     278106
184840,      -1219,    -170408,     638103
184850,      -1219,    -136608,     930162
184860,       -617,     -77906,     998317
184870,       -617,     -11088,     782961
184880,       -617,      47759,     409006
184890,       -617,      87450,      50134
184900,       -617,     102735,    -189731
184910,       -617,      93161,    -342371
184920,       -617,      61568,    -407830
184930,       -617,      13525,    -333706
184940,      -1323,     -42224,    -165464
184950,      -1323,     -93762,     -23841
184960,      -1323,    -128206,      65026
184970,      -1323,    -136191,     211422
184980,      -1323,    -116166,     439456
184990,      -1323,     -75383,     605544
185000,      -1323,     -26504,     575498
185010,      -1323,      18109,     353725
185020,       -569,      50731,     103350
185030,       -569,      68756,     -57776
185040,       -569,      72061,    -156751
185050,       -569,      60314,    -237692
185060,       -569,      32778,    -250244
185070,       -569,      -9156,    -158560
185080,       -569,     -58969,     -47471
185090,       -569,    -104629,       8056
185100,      -1627,    -132321,      76878
185110,      -1627,    -132511,     241852
185120,      -1627,    -104588,     450330
185130,      -1627,     -57122,     568736
185140,      -1627,      -3606,     492094
185150,      -1627,      43485,     259168
185160,      -1627,      76266,      14438
185170,      -1627,      90819,    -158313
185180,      -1569,      84379,    -272443
185190,      -1569,      54174,    -314940
185200,      -1569,         10,    -250253
185210,      -1569,     -71119,    -120146
185220,      -1569,    -143008,        -19
185230,      -1569,    -194325,     152030
185240,      -1569,    -207563,     461284
185250,      -1569,    -177435,     916022
185260,       -894,    -113256,    1259161
185270,       -894,     -33986,    1211375
185280,       -894,      40453,     784828
185290,       -894,      95916,     216362
185300,       -894,     125543,    -229721
185310,       -894,     127317,    -523136
185320,       -894,     101514,    -715252
185330,       -894,      50623,    -756940
185340,       -943,     -18640,    -581029
185350,       -943,     -93690,    -253462
185360,       -943,    -157360,      76853
185370,       -943,    -192740,     349416
185380,       -943,    -189710,     675387
185390,       -943,    -149642,    1072304
185400,       -943,     -85099,    1286841
185410,       -943,     -14344,    1079059
185420,        -19,      45943,     561869
185430,        -19,      85437,      76874
185440,        -19,     100586,    -194496
185450,        -19,      92217,    -325979
185460,        -19,      63358,    -386431
185470,        -19,      19082,    -332306
185480,        -19,     -32389,    -182959
185490,        -19,     -79690,     -37289
185500,        -52,    -110952,      38145
185510,        -52,    -118219,      71829
185520,        -52,    -101060,     156351
185530,        -52,     -66980,     300280
185540,        -52,     -27967,     354598
185550,        -52,       4885,     237569
185560,        -52,      25422,      72266
185570,        -52,      33108,      -6694
185580,       -105,      30816,     -15020
185590,       -105,      21969,     -15326
185600,       -105,       9249,     -20434
185610,       -105,      -4831,     -15919
185620,       -105,     -17148,      -4146
185630,       -105,     -24550,        250
185640,       -105,     -25394,      -1122
185650,       -105,     -20474,       5418
185660,        -70,     -12491,      18475
185670,        -70,      -4589,      22713
185680,        -70,       1011,      13515
185690,        -70,       3626,       3280
185700,        -70,       3880,       -322
185710,        -70,       2931,       -418
185720,        -70,       1650,       -368
185730,        -70,        284,       -315
185740,       -377,      -1231,       -129
185750,       -377,      -2741,        -10
185760,       -377,      -3769,         31
185770,       -377,      -3889,        104
185780,       -377,      -3114,        250
185790,       -377,      -1903,        941
185800,       -377,       -827,       1696
185810,       -377,       -215,       1393
185820,       -356,        -29,        470
185830,       -356,        -14,         38
185840,       -356,         49,         -3
185850,       -356,        172,         -1
185860,       -356,        170,        -11
185870,       -356,       -222,        -67
185880,       -356,      -1247,        -55
185890,       -356,      -3055,         22
185900,      -2123,      -5545,         12
185910,      -2123,      -8154,        202
185920,      -2123,      -9898,        942
185930,      -2123,      -9757,       4069
185940,      -2123,      -7060,      11251
185950,      -2123,      -1487,      15588
185960,      -2123,       7014,       9714
185970,      -2123,      17879,       1099
185980,      -1684,      29217,      -1946
185990,      -1684,      37472,      -7264
186000,      -1684,      38065,     -33383
186010,      -1684,      26972,     -73773
186020,      -1684,       2678,     -83639
186030,      -1684,     -32155,     -44488
186040,      -1684,     -70066,      -2514
186050,      -1684,    -100235,      33976
186060,      -1916,    -112305,     170033
186070,      -1916,    -100992,     443030
186080,      -1916,     -68682,     697409
186090,      -1916,     -24317,     729134
186100,      -1916,      20609,     506798
186110,      -1916,      56257,     171548
186120,      -1916,      76415,    -139252
186130,      -1916,      77961,    -381383
186140,      -1679,      59877,    -522294
186150,      -1679,      23796,    -520756
186160,      -1679,     -24310,    -368911
186170,      -1679,     -73808,    -133342
186180,      -1679,    -112142,     137004
186190,      -1679,    -129571,     457696
186200,      -1679,    -122972,     747649
186210,      -1679,     -96619,     892572
186220,      -1751,     -59942,     858282
186230,      -1751,     -23657,     668784
186240,      -1751,       4035,     402442
186250,      -1751,      19694,     154140
186260,      -1751,      24579,     -26697
186270,      -1751,      22643,    -136705
186280,      -1751,      17911,    -176974
186290,      -1751,      12640,    -163720
186300,      -2132,       6979,    -126777
186310,      -2132,       -163,     -88950
186320,      -2132,      -9820,     -48342
186330,      -2132,     -21958,       1072
186340,      -2132,     -35012,      60866
186350,      -2132,     -45898,     132627
186360,      -2132,     -50678,     217696
186370,      -2132,     -46153,     286010
186380,      -1582,     -32066,     317628
186390,      -1582,     -12536,     302924
186400,      -1582,       4808,     218981
186410,      -1582,      12040,      85095
186420,      -1582,       4561,     -31285
186430,      -1582,     -16770,     -75709
186440,      -1582,     -45492,     -27669
186450,      -1582,     -71099,      96214
186460,      -1843,     -82255,     257669
186470,      -1843,     -71312,     421803
186480,      -1843,     -38244,     534014
186490,      -1843,       8594,     513669
186500,      -1843,      55514,     295270
186510,      -1843,      88242,     -65244
186520,      -1843,      95651,    -368865
